1771351796.487479,143543,0,0
1771351796.606669,143543,0,0
1771351796.725531,143543,0,0
1771351796.847235,143543,0,0
1771351796.965818,143543,0,0
1771351797.084245,143543,0,0
1771351797.207159,143543,0,0
1771351797.327248,143543,0,0
1771351797.447205,143543,0,0
1771351797.566955,143543,0,0
1771351797.685777,143543,0,0
1771351797.805239,143543,152914,20
1771351797.925324,143609,440640,97
1771351798.044434,143621,455714,137
1771351798.167466,143621,481452,178
1771351798.287437,143654,414836,188
1771351798.410560,143688,482000,234
1771351798.535216,143708,495078,211
1771351798.657527,143743,484480,219
1771351798.780216,143756,492050,221
1771351798.905049,143779,425434,197
1771351799.027135,143820,490536,225
1771351799.147903,143839,437546,190
1771351799.271932,143851,482000,230
1771351799.392188,143872,496592,238
1771351799.513372,143896,492050,245
1771351799.635980,143914,448000,226
1771351799.754840,143921,492050,260
1771351799.875408,143922,481452,260
1771351799.997837,143922,475396,257
1771351800.117240,143922,472368,257
1771351800.242213,143922,481452,261
1771351800.361162,143922,478424,261
1771351800.488533,143922,460256,250
1771351800.617025,143922,473882,258
1771351800.743789,143922,449658,245
1771351800.863447,143922,463284,248
1771351800.983179,143922,472368,256
1771351801.102589,143922,461770,249
1771351801.223391,143922,448144,241
1771351801.343659,143922,484480,262
1771351801.464578,143922,476910,257
1771351801.587141,143922,470854,255
1771351801.707062,143922,475396,261
1771351801.829799,143922,481452,262
1771351801.949754,143922,470854,259
1771351802.069130,143922,472368,258
1771351802.187446,143922,482966,265
1771351802.307161,143922,478424,264
1771351802.427302,143922,479938,262
1771351802.548009,143922,479938,262
1771351802.668682,143922,485994,262
1771351802.791145,143922,481452,255
1771351802.910877,143922,479938,258
1771351803.030545,143922,481452,255
1771351803.149439,143922,495078,262
1771351803.270881,143922,489022,263
1771351803.391552,143925,498106,265
1771351803.511539,143925,482966,254
1771351803.634126,143929,463284,251
1771351803.755697,143929,448144,236
1771351803.875493,143929,446630,240
1771351803.994495,143929,463284,251
1771351804.119450,143929,475396,261
1771351804.243975,143929,472368,260
1771351804.367173,143929,475396,249
1771351804.486009,143929,475396,252
1771351804.607567,143929,467826,244
1771351804.728108,143929,469340,261
1771351804.852765,143929,475396,266
1771351804.979278,143929,489022,276
1771351805.098528,143929,467826,268
1771351805.219013,143929,473882,274
1771351805.339605,143929,482000,285
1771351805.460098,143929,467826,272
1771351805.585270,143929,473882,272
1771351805.707812,143929,482966,274
1771351805.828334,143929,478424,269
1771351805.952185,143929,482966,266
1771351806.076213,143929,482966,268
1771351806.196266,143931,478424,264
1771351806.319195,143931,464798,260
1771351806.440273,143931,461770,260
1771351806.566328,143931,475396,269
1771351806.691632,143931,476910,278
1771351806.811554,143931,470854,277
1771351806.930463,143931,482966,285
1771351807.051372,143931,482000,292
1771351807.174362,143932,479938,282
1771351807.298355,143932,490536,284
1771351807.419579,143932,485994,275
1771351807.539874,143932,478424,270
1771351807.661862,143935,485994,276
1771351807.781710,143935,158970,77
1771351807.900351,143935,0,0
1771351808.022717,143935,116578,61
1771351808.143546,143935,419378,234
1771351808.263948,143935,464798,255
1771351808.383760,143935,492050,272
1771351808.503160,143938,495078,273
1771351808.624911,143941,478424,263
1771351808.751168,143941,461770,263
1771351808.872377,143941,478424,278
1771351808.995101,143941,481452,286
1771351809.115616,143944,482966,292
1771351809.235609,143944,467826,269
1771351809.355217,143944,473882,270
1771351809.476005,143944,472368,270
1771351809.600938,143944,473882,263
1771351809.724304,143944,481452,258
1771351809.847698,143944,475396,254
1771351809.967101,143944,479938,258
1771351810.089912,143944,476910,256
1771351810.208827,143944,482966,257
1771351810.327930,143944,490536,259
1771351810.448256,143944,478424,254
1771351810.572651,143944,476910,253
1771351810.692792,143947,472368,258
1771351810.816514,143947,469340,261
1771351810.940578,143947,476910,276
1771351811.064594,143947,490536,279
1771351811.188214,143949,492050,278
1771351811.312727,143949,484480,268
1771351811.436269,143954,440574,237
1771351811.560311,143954,413322,221
1771351811.683803,143954,440574,244
1771351811.804547,143954,461770,264
1771351811.927692,143954,476910,269
1771351812.048769,143954,475396,264
1771351812.172166,143954,478424,259
1771351812.296720,143954,478424,259
1771351812.420412,143954,492050,265
1771351812.543320,143954,492050,263
1771351812.663041,143955,482966,276
1771351812.783649,143955,492050,279
1771351812.904312,143959,485994,276
1771351813.028619,143960,417864,244
1771351813.151827,143960,414836,243
1771351813.272339,143960,454200,258
1771351813.395647,143960,473882,268
1771351813.514575,143960,469340,266
1771351813.636450,143960,467826,265
1771351813.759320,143960,479938,271
1771351813.880076,143960,479938,275
1771351814.003469,143960,481452,279
1771351814.123246,143960,478424,277
1771351814.241756,143960,480108,282
1771351814.363148,143960,484480,284
1771351814.483806,143960,484480,291
1771351814.603800,143960,466312,265
1771351814.722936,143960,481452,275
1771351814.842377,143960,489022,281
1771351814.962176,143960,489022,281
1771351815.081094,143963,489022,280
1771351815.204194,143963,440574,253
1771351815.328928,143963,443602,254
1771351815.451860,143963,479938,272
1771351815.575559,143963,478424,271
1771351815.695284,143963,495078,279
1771351815.819161,143964,472368,268
1771351815.940554,143964,484480,274
1771351816.064697,143965,484480,275
1771351816.187443,143969,478424,275
1771351816.307471,143972,496592,285
1771351816.428412,143975,485994,280
1771351816.551173,143980,473882,275
1771351816.671369,143985,496592,284
1771351816.791125,143985,460256,264
1771351816.910558,143985,467826,267
1771351817.029965,143986,485994,277
1771351817.149800,143986,489022,279
1771351817.271151,143987,473882,272
1771351817.391889,143989,479938,274
1771351817.512892,143989,485994,276
1771351817.636869,143994,461770,264
1771351817.760677,143994,451172,258
1771351817.883087,143994,472368,269
1771351818.003860,143994,275000,150
1771351818.124144,143994,13626,5
1771351818.248169,143994,52990,27
1771351818.371287,143994,336108,190
1771351818.491396,143994,434518,252
1771351818.612389,143994,482966,279
1771351818.732017,143994,469340,272
1771351818.851669,143994,482966,279
1771351818.971487,143994,482000,286
1771351819.091398,143994,485994,282
1771351819.211639,143996,475396,275
1771351819.332113,143997,487508,283
1771351819.455903,143997,487508,281
1771351819.579012,144001,473882,273
1771351819.699339,144001,482966,279
1771351819.819980,144001,492050,281
1771351819.940360,144004,479938,279
1771351820.059796,144012,469340,269
1771351820.182825,144012,433004,246
1771351820.302916,144012,452686,259
1771351820.424377,144012,469340,268
1771351820.544412,144012,487508,279
1771351820.666790,144012,482966,279
1771351820.786673,144013,490536,284
1771351820.906041,144018,481452,279
1771351821.027413,144018,463284,267
1771351821.148313,144018,464798,267
1771351821.272774,144018,487508,276
1771351821.391885,144018,482000,284
1771351821.517411,144019,464798,233
1771351821.639650,144021,492050,246
1771351821.763073,144023,499620,252
1771351821.888122,144025,440574,230
1771351822.015393,144025,437546,225
1771351822.139409,144025,481452,256
1771351822.263322,144041,428462,234
1771351822.388425,144041,425434,220
1771351822.516351,144041,470854,249
1771351822.647008,144041,473882,254
1771351822.772214,144055,401210,219
1771351822.898409,144055,381528,201
1771351823.023880,144055,463284,247
1771351823.152377,144055,466312,254
1771351823.272427,144055,463284,247
1771351823.395124,144055,467826,246
